student_id,name,gender,age,grade_level,math_score,english_score,science_score,attendance_rate,teacher_remark
STU0349,Donna Peck,Female,7,Nursery 1,97,49,66,85.76,Excellent
STU0350,Ronald Stephens,Female,8,Primary 4,89,50,58,88.54,Satisfactory
STU0351,Deborah Kerr,Male,10,Primary 2,96,41,41,83.2,Needs Improvement
STU0352,Margaret Jones,Female,3,Primary 2,55,42,67,87.18,Needs Improvement
STU0353,Gabriel Parker,Female,8,KG,98,59,69,87.44,Outstanding
STU0354,Kaitlyn Carroll,Male,6,KG,55,72,69,94.54,Outstanding
STU0355,Keith Martinez,Male,3,Primary 4,71,49,62,98.3,Excellent
STU0356,Haley Lyons,Male,8,Nursery 1,67,98,100,82.53,Excellent
STU0357,Sherri Mason,Female,5,Primary 4,76,51,67,83.37,Outstanding
STU0358,Troy Miller,Male,9,Primary 4,85,83,84,84.1,Outstanding
STU0359,Bill Reynolds,Male,7,Primary 1,57,49,94,84.71,Needs Improvement
STU0360,Marcus Wright,Female,5,Primary 4,83,94,43,91.21,Needs Improvement
STU0361,Christopher Hayden,Male,5,Nursery 2,40,58,52,89.63,Needs Improvement
STU0362,Mary Johnston,Female,5,Nursery 1,87,45,93,88.28,Satisfactory
STU0363,Stephanie Key,Female,3,Primary 1,79,43,56,96.49,Satisfactory
STU0364,Emily Adams,Male,3,Primary 4,89,99,42,85.76,Good
STU0365,Billy Avila,Female,8,Primary 1,60,40,48,99.11,Good
STU0366,Thomas Pearson,Female,4,Nursery 1,57,62,95,85.4,Satisfactory
STU0367,Sabrina White,Male,4,Nursery 2,89,92,81,86.66,Excellent
STU0368,Brenda Walters,Female,3,Primary 4,69,85,88,81.61,Good
STU0369,Travis Davis,Female,3,Nursery 2,43,40,52,82.81,Outstanding
STU0370,Michael Cook,Female,10,Primary 4,97,80,44,98.76,Good
STU0371,Elizabeth Hodge,Female,9,Primary 4,55,61,79,96.73,Good
STU0372,Mark Steele,Female,8,Primary 1,66,85,91,96.56,Excellent
STU0373,Keith Landry,Female,5,Nursery 2,76,79,66,86.12,Excellent
STU0374,Lisa Pierce,Female,6,Primary 1,57,83,52,87.94,Needs Improvement
STU0375,Shawn Edwards,Male,8,KG,55,53,40,92.23,Needs Improvement
STU0376,Marcus Cordova,Male,5,KG,63,50,82,89.88,Good
STU0377,Richard Robertson,Female,9,Primary 4,79,66,81,95.75,Excellent
STU0378,Vanessa Sandoval,Female,9,Primary 3,70,60,79,89.71,Excellent
STU0379,Amy Gutierrez,Female,7,Primary 4,83,71,43,94.11,Needs Improvement
STU0380,Jacob Cox,Male,5,Nursery 2,89,81,48,87.19,Satisfactory
STU0381,Katherine Garrett,Female,8,Nursery 1,88,64,54,90.36,Excellent
STU0382,Kathleen Harris,Female,10,KG,44,86,86,84.98,Satisfactory
STU0383,Andrea Pennington,Female,6,Nursery 2,51,59,55,80.49,Excellent
STU0384,Samuel Wolfe,Female,5,Nursery 2,46,71,96,99.77,Outstanding
STU0385,David Dudley,Male,10,Primary 4,75,55,99,80.49,Good
STU0386,Chelsea Allen,Male,9,Primary 1,88,79,81,84.26,Excellent
STU0387,Eric Pierce,Female,5,Primary 3,81,57,54,83.54,Outstanding
STU0388,Andrea Davis,Female,8,Primary 2,56,42,89,98.57,Satisfactory
STU0389,Victoria Durham,Female,7,Nursery 2,88,71,58,90.6,Needs Improvement
STU0390,Steven Wilson,Male,7,Nursery 1,45,61,60,96.66,Outstanding
STU0391,Marilyn Jimenez,Female,10,Primary 2,65,59,44,92.06,Good
STU0392,Jennifer Hicks,Female,10,Primary 1,95,49,74,96.53,Good
STU0393,Joshua Davenport,Male,8,Nursery 1,78,93,93,86.77,Needs Improvement
STU0394,Tina Sanchez,Male,9,KG,73,41,79,80.84,Outstanding
STU0395,Andrea Reyes,Male,3,KG,85,84,81,81.67,Good
STU0396,Sandra Romero,Male,8,Primary 3,40,100,55,82.22,Satisfactory
STU0397,Natasha Shields,Male,10,Primary 2,58,73,51,81.02,Good
STU0398,Joshua Tyler,Female,3,Primary 1,57,67,51,82.0,Excellent
STU0399,Robert Villa,Male,9,Primary 1,85,49,72,97.64,Outstanding
STU0400,William Hoover,Female,5,Primary 1,74,73,85,89.88,Satisfactory
STU0401,Justin Evans,Male,3,Primary 4,82,45,97,81.11,Excellent
STU0402,Brenda Duarte,Female,9,Primary 1,59,88,56,92.68,Outstanding
STU0403,Tracy Hernandez,Male,8,Primary 4,97,55,62,83.22,Outstanding
STU0404,Amanda Reed,Male,7,KG,52,49,48,81.8,Good
STU0405,Andrea Daniels,Female,8,Primary 3,72,41,76,81.75,Needs Improvement
STU0406,Stanley Morris,Male,4,Primary 4,91,85,76,83.44,Good
STU0407,Jacob Terry,Female,10,Nursery 2,50,74,84,89.56,Outstanding
STU0408,Ashley Hall,Female,3,Primary 4,73,75,46,94.31,Outstanding
STU0409,Kimberly Williams,Female,10,Nursery 2,67,74,72,90.32,Good
STU0410,Julie Thornton,Male,3,Primary 2,64,75,93,96.18,Excellent
STU0411,Lisa Hughes,Male,10,KG,62,97,71,92.13,Satisfactory
STU0412,Elizabeth Hoover,Female,8,Primary 3,66,93,45,83.77,Needs Improvement
STU0413,Tina Simpson,Female,9,Nursery 1,67,67,92,90.89,Needs Improvement
STU0414,Benjamin Shaw,Female,7,Primary 1,74,92,74,93.88,Needs Improvement
STU0415,Brittany Kane,Female,7,Primary 3,93,40,55,95.26,Needs Improvement
STU0416,Morgan Alexander,Female,10,Primary 1,80,64,64,88.27,Satisfactory
STU0417,Alicia Bryant,Female,9,Primary 3,42,67,47,82.83,Good
STU0418,Jennifer Ortiz,Female,4,Primary 2,89,47,69,84.4,Outstanding
STU0419,Diana Moore,Male,8,Nursery 1,53,57,51,93.71,Outstanding
STU0420,Terrance Costa,Male,9,KG,88,90,47,90.25,Satisfactory
STU0421,Matthew Schwartz,Male,5,KG,76,52,68,96.75,Outstanding
STU0422,Debra Christian,Female,10,Primary 1,54,67,87,91.93,Good
STU0423,Melissa Villarreal,Male,5,Nursery 2,41,87,85,86.14,Needs Improvement
STU0424,Norman Stewart,Female,9,Nursery 1,61,63,94,86.61,Outstanding
STU0425,Jennifer Malone,Male,5,Nursery 1,92,92,100,85.95,Outstanding
STU0426,Monique Johnson,Female,7,Primary 4,96,91,49,93.85,Needs Improvement
STU0427,Casey Welch,Male,7,Nursery 1,80,43,51,81.62,Excellent
STU0428,Samantha Bright,Male,3,Primary 1,41,76,72,84.55,Good
STU0429,Julie Hamilton,Female,4,Primary 2,47,83,97,83.39,Outstanding
STU0430,Corey Schultz,Female,7,KG,80,87,63,92.87,Good
STU0431,Monique Wallace,Female,8,Primary 4,93,64,44,99.19,Outstanding
STU0432,Heather Berger,Male,5,Primary 4,41,85,99,85.68,Excellent
STU0433,Brandon Flynn,Male,5,KG,69,50,57,92.87,Needs Improvement
STU0434,Kelly Brooks,Male,8,Nursery 1,97,78,90,94.94,Outstanding
STU0435,Dustin Schmidt,Female,10,Primary 4,75,66,95,84.44,Outstanding
STU0436,Ashlee Sparks,Male,8,Nursery 2,78,58,41,97.99,Excellent
STU0437,George Miller,Female,7,KG,90,51,86,84.28,Outstanding
STU0438,Monica Harvey,Male,6,Primary 2,53,57,93,94.9,Needs Improvement
STU0439,John Durham,Female,10,Primary 3,92,88,58,90.29,Good
STU0440,Douglas Murray,Female,3,Primary 2,81,92,63,89.8,Needs Improvement
STU0441,Jonathan Scott,Male,9,Primary 2,70,99,51,99.41,Needs Improvement
STU0442,Albert Ballard,Female,10,Primary 1,75,66,52,96.62,Needs Improvement
STU0443,Rachel Byrd,Male,10,Primary 4,62,65,78,89.11,Needs Improvement
STU0444,Eric Alexander,Female,5,Primary 3,44,97,42,87.08,Needs Improvement
STU0445,Michael Matthews,Female,9,Primary 1,59,84,52,95.61,Good
STU0446,Danielle Coleman,Male,3,Primary 4,46,50,50,90.93,Good
STU0447,John Bruce,Female,7,Primary 3,88,95,84,90.45,Excellent
STU0448,James Cruz,Male,8,KG,78,68,76,95.56,Outstanding
STU0449,Timothy Young,Male,10,Nursery 2,98,54,86,86.37,Excellent
STU0450,Ashley Andrews,Female,9,Primary 4,87,54,97,93.14,Outstanding
STU0451,Victoria Phillips,Male,5,Primary 2,76,63,75,98.91,Excellent
STU0452,Tiffany Barrett,Female,8,Primary 1,44,100,57,85.52,Needs Improvement
STU0453,Joshua Knight,Female,6,Primary 2,53,69,86,82.01,Good
STU0454,Gina Garner,Male,5,Nursery 1,42,54,76,82.68,Satisfactory
STU0455,Brandon Obrien,Female,8,KG,81,95,75,97.52,Excellent
STU0456,Tyler Strong,Male,10,Nursery 2,70,70,80,96.23,Good
STU0457,Justin Lindsey,Female,7,Primary 4,55,44,73,84.85,Outstanding
STU0458,Catherine Gomez,Female,4,Primary 2,83,57,85,86.89,Good
STU0459,Dana Oliver,Female,4,Primary 3,58,92,97,89.78,Excellent
STU0460,Erica Le,Female,10,Primary 1,97,63,40,82.18,Satisfactory
STU0461,Donna Massey,Female,9,Primary 2,96,62,82,96.14,Excellent
STU0462,Courtney Berger,Female,8,Primary 2,68,66,87,93.41,Excellent
STU0463,Debbie Parker,Male,7,Nursery 2,89,68,56,86.17,Good
STU0464,Scott Riley,Female,5,Primary 2,96,83,51,92.56,Satisfactory
STU0465,Jessica Davis,Female,7,Nursery 2,91,99,97,97.97,Good
STU0466,Kenneth Burgess,Male,10,Primary 4,41,61,64,92.73,Good
STU0467,Gregory Anderson,Female,10,KG,41,68,68,88.52,Needs Improvement
STU0468,Amber Mata,Male,6,Nursery 2,88,64,73,92.45,Needs Improvement
STU0469,Alyssa Mcintyre,Male,6,Primary 4,95,50,42,81.36,Good
STU0470,Maria Scott,Female,3,Primary 2,94,40,85,83.96,Outstanding
STU0471,Makayla Olson,Male,5,Primary 1,68,64,82,95.53,Needs Improvement
STU0472,Lindsay Francis,Male,8,Nursery 1,69,59,79,92.35,Satisfactory
STU0473,Matthew Wilson,Female,3,Nursery 1,54,97,46,90.6,Needs Improvement
STU0474,Sydney Taylor,Male,3,KG,57,59,72,94.37,Outstanding
STU0475,Tammy Dalton,Female,4,Primary 4,76,64,89,87.98,Satisfactory
STU0476,Jennifer Whitney,Male,9,Primary 3,62,64,58,95.4,Good
STU0477,Tammy Ballard,Male,9,Nursery 1,49,51,98,92.3,Good
STU0478,Michael Gibbs,Male,9,KG,65,54,73,96.53,Excellent
STU0479,Alexander Herrera,Female,10,KG,44,58,89,92.2,Satisfactory
STU0480,Shawn Chambers,Male,5,Primary 4,65,73,85,96.54,Outstanding
STU0481,Emily Richards,Male,10,Nursery 1,77,87,94,97.83,Needs Improvement
STU0482,Lynn Bentley,Male,10,Nursery 1,87,76,74,89.15,Excellent
STU0483,Daniel Hall,Female,8,Primary 2,76,86,74,90.82,Satisfactory
STU0484,Angel Henson,Male,5,KG,61,50,77,81.85,Needs Improvement
STU0485,Anna Herman,Male,10,Primary 2,86,86,98,82.91,Needs Improvement
STU0486,Jeffrey Brown,Male,9,Primary 4,41,78,98,81.47,Satisfactory
STU0487,Madison Blankenship,Female,4,Primary 1,86,96,62,90.74,Needs Improvement
STU0488,Kevin Ortiz,Female,3,Primary 3,54,43,67,85.24,Excellent
STU0489,Donald Shah,Female,5,KG,81,70,93,94.52,Needs Improvement
STU0490,Kevin Vasquez,Female,3,Primary 1,51,49,85,95.71,Needs Improvement
STU0491,Colton Clay,Female,3,KG,79,94,57,88.16,Needs Improvement
STU0492,Derek Chavez,Female,3,Primary 1,94,61,64,91.18,Outstanding
STU0493,Ellen Paul,Female,8,Nursery 1,75,43,44,86.07,Excellent
STU0494,Sonya Barnes,Male,7,Nursery 1,66,42,57,80.41,Excellent
STU0495,Julia Moore,Male,8,Primary 1,87,60,90,87.1,Needs Improvement
STU0496,Robert Garcia,Male,6,Primary 4,68,60,87,85.22,Outstanding
STU0497,Tracy Russell,Female,3,Primary 2,81,55,81,85.61,Outstanding
STU0498,Stephanie Johnson,Male,3,Primary 4,80,74,81,97.21,Good
STU0499,Mitchell Ramos,Female,6,Primary 2,60,61,99,98.54,Needs Improvement
STU0500,Stephanie Foley,Male,6,Primary 2,55,75,99,96.25,Needs Improvement
